,nobs,BMI_z0,BMI_Lw,sex_z0,sex_Lw,Gene richness_z0,Gene richness_Lw,M_6_2.4.Dihydroxybutanoic.acid.,M_27_2.Hydroxybutyric.acid,M_22_3.4.Dihydroxybutanoic.acid,M_25_3.Hydroxybutyric.acid,M_28_Alanine,M_30_Arachidonic.acid,M_8_Aspartic.acid,M_19_Cholesterol,M_9_Citric.acid,M_2_Glutamic.acid..3TMS,M_21_Glyceric.acid,M_10_Glycine,M_26_Isoleucine,M_23_Leucine,M_14_Linoleic.acid,M_4_Methionine,M_13_Oleic.acid,M_1_Ornithine,M_11_Palmitic.acid,M_3_Phenylalanine,M_12_Proline,M_24_Serine,M_17_Stearic.acid,M_5_Threonine,M_16_Tyrosine,M_20_Valine,M_212_11.Eicosenoic.acid,M_162_1H.Indole.3.acetic.acid,M_313_1.Monooleoylglycerol,M_54_1.Octadecanol,M_1030_2.3.Dihydroxybutanoic.acid,M_165_2.aminobutyric.acid,M_5856_2.Butenedioic.acid,M_127_2.Ethyl.3.hydroxypropionic.acid,M_210_2.Oxoisovaleric.acid,M_220_3.4.5.Trihydroxypentanoic.acid,M_63_4..1.1.3.3..tetramethylbutyl.phenol,M_96_4.Methyl.2.oxovaleric.acid,M_183_Acetic.acid,M_119_Alpha.ketoglutaric.acid,M_44_Aminomalonic.acid,M_99_Arabinitol,M_86_Arabinofuranose,M_946_Butane..1.2.3.trishydroxy,M_47_Creatinine,M_304_Decanoic.acid,M_51_D.Fructose,M_120_d.Galactose,M_1032_d.Galactose,M_177_d.Glucose,M_242_D.Xylopyranose,M_937_Erythritol,M_39_Erythronic.acid,M_81_Ethanolamine,M_88_Galactonic.acid,M_108_Glucopyranose,M_233_Glucopyranose,M_362_Glucopyranose,M_62_Glycerol,M_50_Glycerol.2.phosphate,M_958_Glycoside..?.methyl,M_46_Hexadecanoic.acid..2.3.dihydroxy,M_75_Hydrocinnamic.acid,M_31_Lactic.acid,M_76_Lauric.acid,M_230_L.Cysteine,M_159_Levoglucosan,M_211_Linolenic.acid,M_64_L.Proline..5.oxo,M_303_L.Proline..5.oxo,M_140_l.Threonine,M_208_L.Tryptophan,M_318_Malic.acid,M_274_monostearin,M_98_Myo.Inositol,M_116_Myristic.acid,M_83_Nonanoic.acid,M_265_Octanoic.acid,M_181_Palmitelaidic.acid,M_279_Pentitol..3.desoxy,M_234_Phenylalanine..dl,M_132_Phosphoric.acid.monomethyl.ester,M_103_Proline..4.hydroxy,M_200_Proline..4.hydroxy...trans.,M_191_Pyruvic.acid,M_65_Ribonic.acid,M_932_Ribonic.acid,M_123_Tryptophan,M_71_Tyrosine,M_1035_Urea,M_938_Xylitol,M_250_alpha.Hydroxyvaleric.acid,M_43_beta.D.Galactofuranose,M_298_beta.Hydroxyisovaleric.acid
0,11,18.1,8,0,0.5,487605.0,200000.0,0.4295439129792226,0.002822717027968699,0.12437746205543374,-0.22463964669839162,0.40074989515109183,-0.2120179333990968,-0.41363983789308756,-0.2129413247577097,0.42247450425722366,0.004348452609564596,-0.4450579179631704,0.10529226933554686,-0.23096731916218077,-0.35357108288821126,0.11482304702203999,0.23154970477392978,0.058127463721288034,0.2543410281132598,0.15651872693050217,-0.11901756629396854,-0.13815536508377718,-0.15560911560150176,0.09369977022124301,0.6525332356149203,0.11132806079311591,-0.03707388124799549,0.022620437547263908,-0.14637772395304544,-0.3776768060839682,0.04973154871521186,-0.13490004264655062,-0.19888689820173805,0.21974937241265668,0.41284668751271497,0.3650094802700018,-0.30634863495990344,0.062080619148970645,0.11841474922305852,0.19414553265677514,0.4229009170154928,-0.2514333967048933,0.1537169015376913,0.5012760329345953,-0.15651026230726356,0.1741719935529102,-0.2747230280295553,-0.02161750542891238,0.09463936936768366,0.09055586180416907,-0.06208385549038142,-0.06645437682347993,0.05060732858674072,0.17995261378731844,0.14172043896241365,-0.04171033660142451,-0.4039739649948917,-0.4198045506877404,0.1640634349895086,-0.08791777410806906,0.21968500954337183,-0.1253181747174516,-0.06714900260872861,0.3225634969837108,0.2530852841707381,-0.021511887192684848,-0.07489261663063479,-0.07341390093260985,-0.08008820879974873,0.04425640766007875,0.11703797728756044,0.3926761251686545,-0.16923270764208662,0.4553531686551126,-0.024941275955375486,-0.08910902263400164,0.06720572294440258,-0.27150504643681295,0.025514620064335802,-0.03244739786071624,0.3794554207440781,0.06258611528762974,-0.2985354786783715,-0.0895809667148959,-0.033888188456307006,0.35014192284816525,-0.033106100013308104,0.4061879869254529,0.21401259225544267,0.08650691673258754,-0.1702924121179601,0.04140360552419005,0.4507253934706319,-0.4668824207321538,-0.06168894864444112
1,11,18.1,8,0,0.5,537605.0,200000.0,0.3093483414050008,0.06633533772855549,0.19960610942882642,-0.1448801748424874,0.3616336762871934,0.09112835095788796,-0.5761428125633934,-0.1993717888998505,0.39026271733304235,0.040219325326260824,-0.43119654297872845,0.24080126590417822,-0.32917288919916243,-0.4866247800420052,0.3637516372901538,0.10262571601212897,0.19125965993614039,0.16390821242748316,0.3369394410092699,-0.16922885817447825,-0.0965752560721117,-0.2424336698000334,0.2776988857041376,0.41445037393201556,-0.023673569134275513,-0.06599099285663076,0.057321545952411374,-0.12696881920491354,-0.14792556964727957,0.07976925274880195,-0.05008243665803591,-0.13183006860639057,0.19337110215674097,0.41420029552505344,0.3300108675390975,-0.2857754293697965,0.08516230361160271,0.131244162950397,0.05526104211194441,0.37075672640118296,-0.1963514334550962,0.07396323426547524,0.5192365708115853,-0.16138944668619298,0.22426015540216182,-0.09209908789949134,0.14457104877131324,0.05536127605466559,0.12785882424619546,-0.04939940233698553,-0.11241979911045052,0.05826220911104206,0.27876904674237996,0.08811343025590856,-0.010982403722725492,-0.39326911291002,-0.39645719877687713,-0.046608439955886094,-0.15835403939301157,0.24561297530604445,-0.18759751560740287,-0.08076946659310874,0.295584237945621,0.24443229241225206,0.0361962704211182,-0.1373869209105007,-0.06378821829179887,0.014146747589693143,0.13525379372583135,0.0590039995587954,0.37698859495303566,-0.21827459896138368,0.4325251776097802,-0.0019842611770711296,-0.0034921475844535976,0.2107498734779039,0.07733794778134029,0.14040114931361114,0.07271761884582945,0.37585659326618315,0.1466328217476916,-0.27082605743121163,-0.15871011151415496,-0.038071036532448616,0.2632712139969844,0.03724750890919479,0.31242073433067885,0.28274416304243766,0.03584444448349779,-0.10061364212413276,-0.05792611650999394,0.30153324038541746,-0.44890342550264933,0.07244741382328086
2,18,18.1,8,0,0.5,587605.0,200000.0,0.16849921671721052,0.02688923435892271,0.08100020836542315,-0.1458522451317319,0.3756643041165586,-0.0157639243041678,0.0054616634549695675,-0.1789439920871619,0.19229894595514557,0.19084844083660654,-0.13039870705593615,0.18964350052977358,-0.24271074519466768,-0.373969245899931,0.05239197985526384,0.15120262015510977,0.049827162664211666,0.15283539102636412,0.14438194727008608,-0.09659069781453122,-0.021232135780625647,-0.07964904226987556,0.0906665982683972,0.22796922159574057,-0.03084881550730656,-0.14926339777726744,-0.00699130129759766,0.030774164968870532,-0.1559284869101982,0.12138296694538306,0.024820443541687845,-0.05287400986119409,0.04599281613237169,0.1378839089706705,0.0776124033430299,-0.3078194143781222,0.04146906880516363,0.11079450201784424,0.04044546468888319,0.23308906885679392,-0.0293086046826984,0.12003784557491004,0.4164398916660885,-0.02763422383110431,0.27577659299348534,-0.12584175531363248,0.07466190564887892,-0.0825512712470414,0.11386864396276886,-0.005002712098280515,-0.0017413773973638802,-0.08809573738334461,-0.03706137437932386,0.13308060985596332,-0.06500109067058235,-0.3198489123519037,-0.3251317792849165,-0.042489307890587774,-0.14003160626762307,0.08202165782921605,0.05248045490224823,-0.07833228051451355,0.04863794136550176,0.2734249858043335,-0.12703029079793884,0.0635439705844211,0.017744665814584393,-0.041686099708526506,0.11599947927817518,-0.05591847742900846,0.24479763161007853,-0.14019445584471923,0.23643130059485196,-0.031979655789813925,0.006082049020475044,-0.017132023231249682,0.1638399667486444,0.10104391430728651,0.11788484434742647,0.17981098101145376,0.0925070784850138,-0.28254481453237573,-0.06423975313918823,0.016264108815504247,0.22572421904969675,0.01490879634311193,0.06535926924682042,0.108037849586368,-0.009212501944497187,-0.15336370635010488,-0.007230683670128135,0.001350075648724136,-0.3877244665361299,0.04360200528797156
3,20,18.1,8,0,0.5,637605.0,200000.0,0.1526651330057306,0.1446370466980864,0.1507874378804247,-0.017287135910456955,0.2835360859349563,0.07270904340965581,0.27038568861947965,0.08586065099510073,0.19186245510951272,0.3057948779095595,-0.021266249539589666,0.03369773188680472,-0.06508953800004239,-0.16422025863326498,0.0040080804702151,0.14777222113569632,0.10337965467194932,0.11586907062085557,0.2035193247097344,0.09100677882490851,0.06802770361128362,0.10034894642292042,0.14909225624635772,0.19623008253069676,-0.0031836422243431,-0.10572362023146693,0.023447555692612282,0.03337587231005351,-0.03393780629351528,0.13238441590476743,0.16180186268155805,-0.03086348622148251,-0.019639107137141426,0.07919780939356579,-0.05024198087397047,-0.28831431696777593,0.05405356010233636,0.08439567393700556,0.07853643002340929,0.08451854178611878,-0.0639162056728082,0.04584338883672709,0.16064379393188338,0.03006878636928184,0.15985123659427053,-0.01366043056868263,0.1143193238173599,-0.1988519761113745,-0.16742677229077954,-0.06680584471638765,0.0253266529788905,-0.1431314047959355,0.04119590266420327,0.010683621766792384,-0.07732496983098003,-0.28331520370352514,-0.28423125431569807,-0.06950069173094738,-0.02710869630501661,0.1776817676719079,0.11669848834329773,0.14863721440778083,-0.07335241504100146,0.2796135643011517,-0.1274791655228354,0.062422624562803015,0.09836461259329016,-0.03183230067233003,0.10142197968815833,0.04285260796688978,0.1582582339812897,-0.10092922613207826,0.260994908927516,0.11078156953322801,0.057268975072966105,0.042142597889976,0.2568507264256135,0.17775144745615268,0.09098834344982483,0.0298793450661679,-0.02138462208255601,-0.07509367017114728,-0.1260706405377628,-0.05904805651997502,0.13274197238366323,0.0988255900539181,-0.08412970272270097,0.021748144830097287,-0.006295180275286777,-0.1543138256555528,-0.07540966508730877,-0.19006194866632586,-0.21991812836505784,-0.0036591128805131268
4,23,18.1,8,0,0.5,687605.0,200000.0,0.04692395456702031,0.20206892499645196,0.13425755364055958,0.16627451336508844,0.08817217949994591,0.10063285774018066,0.15323686774457643,0.15503207547600656,0.050042619417064754,0.10681220021539807,0.06514922360626133,0.07458928863567729,0.10621350796520358,0.0824753995715382,-0.06502475963226821,-0.06300383977412327,0.10286747608807109,-0.017717946103755003,0.11514211600202406,-0.04576225630365385,-0.012063283452007093,0.05844564790494182,0.09866607470009953,0.16352496233751185,-0.1695204590756843,0.006142732079657404,0.038992742167783034,0.07279116353683163,0.11830355399275135,0.04546586361421784,0.18489311186518714,0.10222372534611884,-0.06669389467554901,0.05428184001030176,-0.011715610778774414,-0.31294158614032236,0.01541982089983368,0.13662614411386143,-0.07937930645884139,0.03573633218406623,0.04336547115634874,0.15887268638501223,-0.0017730796928552076,0.23860123257825347,0.02798222386877615,0.08782200935862793,0.1735571753971309,-0.11430062292304685,-0.12400746502766719,-0.10399508741046523,0.016847001452446782,-0.08956979278714589,0.026480408386777857,-0.0411281718695352,0.0567282200803359,-0.07698884826634916,-0.14071416868715042,0.051001192856029956,0.07581273291506999,0.1324622862358129,0.362517971050852,0.2785079963140613,-0.16866418955941237,0.13757656276603444,-0.11262703235077715,-0.034682660895858,0.02111591956094845,-0.019181428787135496,0.10972938557037257,0.04040778509918475,0.05286375671269583,-0.10217440345245851,0.12679852236414155,0.20977349371783482,0.11997926170837588,-0.02416416332120165,0.2858853589204632,0.16757346597321854,0.11044968993888103,0.14176546500735449,-0.016763650876923913,0.06083658472334122,0.025852086608427527,0.03447369276851105,0.009759739740533194,0.1646374476706417,-0.01747740037958386,0.0382885083403037,0.04146102856490917,0.00014956855391980162,0.022563405904546974,-0.23806861393858494,0.12162153880060503,0.12161296426998448
5,22,18.1,8,0,0.5,737605.0,200000.0,0.03424905149461022,0.18164943016333074,0.11929066198133531,0.1225336645486658,0.07672515956600862,0.01879029091780468,0.1462456787311091,0.15696621184835974,0.024400313395867734,0.1141522816784663,0.05083152230409801,-0.01648776326857937,0.09130602097260637,0.06769131279642798,-0.1231528052783253,0.00959993767494198,0.02043025716242246,0.022248694627140964,0.01958148274312449,0.004753331497313579,-0.0008603805209325688,0.09500477878638539,-0.003901862791050842,0.1649831082143436,-0.07944887970667866,-0.010860755235293063,-0.010383355007875017,0.07605738086896147,0.09563646612899221,0.04923799708490127,0.15182670842336637,0.0734480758488832,-0.04693377338605532,0.047363094617165896,-0.015258400225582808,-0.3010171173922838,0.026666474548812602,0.12773791763106473,-0.06991085566742514,0.05758739855623569,0.14821052806318843,0.12537549727103822,-0.023218600648112132,0.2203934595562203,0.028171812432411125,0.07690280343129513,0.1500094002562713,-0.13256156282046225,-0.1251109830339903,-0.22152470558059079,0.024234884405498744,-0.08739745645438914,-0.032147934202191725,-0.07686793502391842,0.052942207895667504,-0.047264198929353574,-0.1233871804002458,0.08379660425544286,0.05816134017892019,0.1254980807904247,0.35235529129289633,0.24429066145242942,-0.17494575063164708,0.12453560549018719,-0.1905663643284261,0.01792959519271023,0.0626682885732828,-0.0228212641022896,0.036762810954370256,0.07221665983322818,0.03369858017807281,-0.04004226789012991,0.11680360089309541,0.19669800488740355,0.09860390567660149,-0.08724565131680617,0.3504254478075184,0.14621466901853342,0.09413434615287693,0.14925568778046935,-0.04724661912959688,0.014559152649980048,0.05326194954965763,0.04976980762859426,0.028088401431633936,0.13294101914483025,0.006273486316297844,-0.0002441566435250897,0.016595848199023613,0.0060689994601363095,0.0231374375515285,-0.22498778111136092,0.11279950258749666,0.07500569198389387
6,18,18.1,8,0,0.5,787605.0,200000.0,0.02865922909642407,0.17735734267615583,0.05116452131654903,0.20311566820658575,-0.007884608504720836,0.07206101572212784,-0.018959643819589506,0.14391912389057684,0.012036882975575702,-0.03128566013444849,0.0042031214126207195,0.13033953893235128,0.007064843050621265,0.08398625089368361,0.05151888108737551,-0.08580092834932161,0.1420565141017211,-0.023398132283978877,0.10646959087961672,-0.07345011492251594,-0.08590550413154814,0.03357911853024734,0.13228292814674797,0.09012331743258732,-0.16152039977054555,-0.07736250266177305,0.1731174942376899,-0.040298108240200574,0.05905688875488718,-0.009519676246783619,0.10813990191976981,0.14284503447864436,-0.04512052553247109,0.04474883276729673,0.03830128669471626,-0.1351103812441163,0.04421895269721035,0.02438294145609165,0.01361784538145857,-0.04726354858000409,0.08279138155010542,0.08528149666743874,-0.04381957220316525,0.11123927673568584,-0.17803629458891757,0.08326977624937996,0.15469943629062172,0.047603099200109786,0.0032146347326663383,-0.12879115701978444,-0.011840922180052837,0.057809187350755326,-0.09003619255587406,-0.03388403763747322,-0.05828118175627865,0.1434242901115,0.0385793414677405,0.07910341909900438,0.11300369381393238,0.05277877912874415,0.24514020228357208,0.12487404808703692,-0.1612414852339732,-0.038071217474015394,-0.007201069450226694,-0.13427317276171696,0.018472712017536884,0.10142980705740878,0.12783773953276956,0.16400489702930698,0.00785970753237418,-0.05283207498322059,-0.149128220444667,0.16414734908768408,0.05468851198571176,0.06994109429750675,0.22501850053287348,0.027298247877066487,0.1573073338947678,0.025267294574936316,0.033439253987536166,0.034276922588365594,0.028770728800437496,0.041145722933311396,-0.11364810957184523,0.08422133637725598,0.017028601443314407,-0.04664033632577788,-0.0036277644615468896,0.08358874562249433,-0.03978633522589972,-0.01966138471078463,0.2568066639988061,0.06977615883936253
7,16,18.1,8,0,0.5,837605.0,200000.0,-0.0024171396689806612,0.19749207703368976,0.09433209151632038,0.2920810581957123,0.0035637009185202073,0.07512965716249428,-0.0540183604208902,0.0598344213455588,0.04366809061292212,-0.04469512289367564,0.08737169038156675,0.2357445170101688,0.06918277881375032,0.17748252456166852,0.09087558529426637,-0.093536197289002,0.1851469874679695,-0.04426613151458764,0.12231648114359595,-0.11426762775173109,-0.21354632746917734,-0.011867086254865461,0.1331717242222864,0.07528675413943305,-0.18985838051048076,0.001183735009691822,0.24514431414239496,-0.0022029341997076013,-0.013857225766626374,-0.03937158765648096,0.012804156341986766,0.20356603128523496,-0.05260850672340461,0.046115748370088125,0.1121142101299702,-0.17554559191176322,-0.03626697121345308,0.06565539576767955,0.09506628480097978,0.029825026621416825,0.02011855522303152,0.016223205617001038,0.09493195570626439,0.14486534882254407,-0.19452239834946866,0.1581222996334212,0.12417824339016151,0.12534812885583163,0.11941401374238486,-0.17705396109107047,-0.003492755165255851,0.023214363910902647,-0.1594023863110276,0.06721148633015075,0.008577873480433679,0.06693140528652013,-0.07472335601500657,0.10581578214003325,0.11448968970884577,-0.057084210041156824,0.21750331372961837,0.07400472085071014,-0.21547202777402902,0.021898850529053493,0.0770812765556434,-0.18349175993964106,-0.023445478778447937,0.12875677556244802,0.19559322262443846,0.04698859204501953,0.0060353711913865155,-0.0797874838404942,-0.10261143516720608,0.20024807470003764,0.17073552912270706,0.09307206084407331,0.008895577356077433,0.048951287650788045,0.21150402017935865,0.11015253524380494,0.11377800609645194,-0.04856210257072746,-0.005969317917488837,0.0030322350652917107,-0.008985154338747026,0.05025784691051849,0.056439749437345976,0.042762437489660465,0.009804110352292894,0.02724442562751017,0.08952313647216786,0.00409847808988684,0.22413607662785873,0.1359230124490977
8,13,18.1,8,1,0.5,437605.0,200000.0,0.046161507030734183,-0.03245145832032975,0.06703793077042172,-0.1256213471505947,0.1626849249368701,0.14481280160341256,0.037755011480825273,0.2918616469855392,0.10651704475502351,0.032287341806901626,-0.02937498601369956,0.1907062889916185,0.053573778154656956,0.149428538558839,0.22576079538420274,-0.03719046097030418,0.18819855365393168,-0.030807504485202114,0.15395951725848345,-0.01205525411460763,0.1808661510953911,0.19172195994966457,0.18802482470786158,0.11634062813317847,0.11062813024987725,0.046625110567040204,0.06624644587367072,-0.12955445020521456,0.11650263488269863,0.11548177522739497,0.14271611105464338,0.19147787818360387,-0.2737275114938178,-0.09197093917724075,-0.10677042999802444,0.04344481330139077,0.09838428465884565,-0.08444921396143243,0.12381146883070876,-0.09727678393997974,0.1853778492535763,0.0860327240881501,-0.17383571876217319,0.3277912245478162,0.08756215125067218,0.07961062010312,0.22787764258706453,0.15566222721527384,-0.06358092971158663,0.14463772487366533,0.16558260755474793,-0.061192614154536196,0.12896521656782223,0.2696340794014704,-0.06114078488732848,-0.350690022721747,-0.009707872253374938,-0.11388717963429584,0.20298977445951447,0.24340936777630107,-0.06113069537537565,0.27817478819376357,0.34559200088445524,-0.09179465199061643,0.17570592911852506,0.20882573341469446,0.17675714936619127,-0.03157397462621328,-0.12768903439068935,0.245769386912424,0.034953108367866526,0.3646122453169068,0.07324977477188038,0.42379829416057097,0.17720907907887284,0.1649344643197562,0.18412028542514197,0.015295004415800902,0.18419982318578965,0.08921767255767152,-0.10248500407376654,0.20497425577722408,0.17581544781048342,-0.2441173172959995,-0.10934522454928003,0.21364033824834563,0.21537222364808373,-0.09724249720487044,0.1336998360167394,0.2939039794969924,0.037354234437807624,0.018685421816505787,0.16836265796869493,-0.039085785931079864
9,14,18.1,8,1,0.5,487605.0,200000.0,-0.032612037274422565,-0.020153258251767975,-0.022304370380130223,-0.024657287511886644,0.11729552654192421,0.15269442484967846,-0.07728996573100377,0.09582801426215176,0.005738992764044798,0.02558501692008014,-0.06758515824323785,-0.047096324367386366,0.08122755509487559,0.12010830022887092,0.25604556161302,0.03505132749592789,0.20159258389325357,-0.04180927923855046,0.25279642625146265,0.01906685881709458,0.04596197400070501,0.04394118546530368,0.26047489185515044,-0.013869598649433157,0.14479612563560726,0.08811422210078917,0.17798298991973077,-0.06144511582878273,0.048782647517972594,0.020069722404024992,0.03983030382076744,0.3402677569396888,-0.12997832179790145,-0.14497823638885032,-0.02928230598242884,-0.059967207570560094,0.08464545506198101,-0.051140348580033135,0.04128177580252601,-0.07191460282584233,-0.027839356619985323,0.10884464136592151,0.06400503131720817,0.13642052739425065,-0.042729315486841904,0.07261291087329988,0.08159752729520259,0.1145435710311615,-0.15782100135742633,0.18096422235055304,0.15293113041883394,-0.1411558484011009,0.043073167496681206,0.23583990566796165,-0.23478872359189995,-0.13776630337837065,-0.02889377555233571,0.06918085424349779,0.16444975993879743,0.2410292908520874,-0.03908222290244651,0.09131872054691703,0.029181841247825635,-0.11005255383172124,0.20889453749131365,0.20656158024101795,-0.07314351312111403,0.09315124193638194,-0.17168343064747177,0.00841406983384746,-0.0665015127112876,0.16714646317749346,0.1062485235642525,0.05469458331857585,-0.006435862462906755,0.21938834291553883,0.15869640062821672,-0.13268115985048917,0.10456251232415614,-0.07405556825918364,-0.08134297141543875,0.15437124707045954,0.21746497801337003,-0.19041880920917525,-0.07788882839419382,0.12534891012742672,0.06188178383485554,-0.1653894656770179,0.14194307432293407,0.08002961499597053,-0.08691142130399192,-0.04547359287267687,0.06292488807390317,-0.053478321609745805
