,nobs,sex_z0,sex_Lw,Gene richness_z0,Gene richness_Lw,BMI_z0,BMI_Lw,M_6_2.4.Dihydroxybutanoic.acid.,M_27_2.Hydroxybutyric.acid,M_22_3.4.Dihydroxybutanoic.acid,M_25_3.Hydroxybutyric.acid,M_28_Alanine,M_30_Arachidonic.acid,M_8_Aspartic.acid,M_19_Cholesterol,M_9_Citric.acid,M_2_Glutamic.acid..3TMS,M_21_Glyceric.acid,M_10_Glycine,M_26_Isoleucine,M_23_Leucine,M_14_Linoleic.acid,M_4_Methionine,M_13_Oleic.acid,M_1_Ornithine,M_11_Palmitic.acid,M_3_Phenylalanine,M_12_Proline,M_24_Serine,M_17_Stearic.acid,M_5_Threonine,M_16_Tyrosine,M_20_Valine,M_212_11.Eicosenoic.acid,M_162_1H.Indole.3.acetic.acid,M_313_1.Monooleoylglycerol,M_54_1.Octadecanol,M_1030_2.3.Dihydroxybutanoic.acid,M_165_2.aminobutyric.acid,M_5856_2.Butenedioic.acid,M_127_2.Ethyl.3.hydroxypropionic.acid,M_210_2.Oxoisovaleric.acid,M_220_3.4.5.Trihydroxypentanoic.acid,M_63_4..1.1.3.3..tetramethylbutyl.phenol,M_96_4.Methyl.2.oxovaleric.acid,M_183_Acetic.acid,M_119_Alpha.ketoglutaric.acid,M_44_Aminomalonic.acid,M_99_Arabinitol,M_86_Arabinofuranose,M_946_Butane..1.2.3.trishydroxy,M_47_Creatinine,M_304_Decanoic.acid,M_51_D.Fructose,M_120_d.Galactose,M_1032_d.Galactose,M_177_d.Glucose,M_242_D.Xylopyranose,M_937_Erythritol,M_39_Erythronic.acid,M_81_Ethanolamine,M_88_Galactonic.acid,M_108_Glucopyranose,M_233_Glucopyranose,M_362_Glucopyranose,M_62_Glycerol,M_50_Glycerol.2.phosphate,M_958_Glycoside..?.methyl,M_46_Hexadecanoic.acid..2.3.dihydroxy,M_75_Hydrocinnamic.acid,M_31_Lactic.acid,M_76_Lauric.acid,M_230_L.Cysteine,M_159_Levoglucosan,M_211_Linolenic.acid,M_64_L.Proline..5.oxo,M_303_L.Proline..5.oxo,M_140_l.Threonine,M_208_L.Tryptophan,M_318_Malic.acid,M_274_monostearin,M_98_Myo.Inositol,M_116_Myristic.acid,M_83_Nonanoic.acid,M_265_Octanoic.acid,M_181_Palmitelaidic.acid,M_279_Pentitol..3.desoxy,M_234_Phenylalanine..dl,M_132_Phosphoric.acid.monomethyl.ester,M_103_Proline..4.hydroxy,M_200_Proline..4.hydroxy...trans.,M_191_Pyruvic.acid,M_65_Ribonic.acid,M_932_Ribonic.acid,M_123_Tryptophan,M_71_Tyrosine,M_1035_Urea,M_938_Xylitol,M_250_alpha.Hydroxyvaleric.acid,M_43_beta.D.Galactofuranose,M_298_beta.Hydroxyisovaleric.acid
0,13,1,0.5,637861.35,168895.30000000002,17.25,5.699999999999999,-0.552599904785311,-0.48373089658307095,-0.4184015980484059,0.14144072678643219,-0.6383837696847613,-0.4140593099465406,-0.7295886178084259,0.04987941251467604,0.2873963146022266,-0.7121511285594716,-0.7827483260953068,0.5923479891799945,-0.535269637076476,-0.5899417552513895,0.403649580923153,-0.0678349107805204,0.13425132434085876,0.14113552304466637,0.016183289631899,-0.37771083498583147,-0.20985043869797848,0.5105837294725949,0.21789423150595008,-0.18681311599913997,-0.4375461813357013,-0.48370750690296455,-0.43051977481321385,-0.18167535797507542,-0.7018582162595839,0.4866976468608886,-0.37237087706723226,-0.5946531202550226,0.7049219980279574,0.08956102586439643,0.17956640416649847,-0.16219171696277418,-0.26455169678349294,-0.09255004461863503,0.4824829802428829,-0.17016489931019804,0.19388649936975794,-0.6152495667745987,0.05089776147522194,-0.4387258571392494,-0.5097528951760947,1.2292309093795828,-0.469368377666798,0.22627020429908945,-0.28059498140013883,1.1961461618234843,0.5655567155007646,0.1180519806245788,-0.595631086009587,-0.06098851142423892,0.20248828019768225,-0.48438853654268865,-0.6497278689983463,-0.38080323950016465,0.17841865159485001,0.4111907065701118,-0.18369507391472928,-0.5075988953247359,-1.1853527478846841,-0.6324727098787978,0.6415564759678838,-0.5246906372719446,-0.21746043668170809,0.6258209563260104,-0.05572576997178238,-0.5096909270953259,0.24448417252367258,-1.0200516255958854,0.7657553430516804,0.23118628568115512,-0.3364089874937132,0.15399938364242957,-0.11509878004210823,-0.11524523136751588,0.5039049648363981,-0.5460393396991085,0.2909371103858123,0.057294461158791186,0.08518128693503724,0.011225584265401042,-0.08260189853384083,-0.8028731157807516,-0.3510589418763613,-0.80755275273293,-0.5080748210367825,-0.33975718452197534,-0.0369047559200351,0.09960690154149494,-0.9905622360713959,-0.12573907486702277
1,16,1,0.5,668155.35,168895.30000000002,17.25,5.699999999999999,-0.0966734142534187,-0.9208408659397775,-0.28774474177756243,-0.5577327620477107,-0.5315695849930702,-0.47683890920750494,-0.8154417306455265,-0.19965499624243102,-0.3727430433132364,-0.7340393229171643,-0.3360533175386792,0.895025838345942,-0.40487124552333564,-0.43658289594279265,0.061524357066816845,-0.3212914733840911,-0.5340197113989585,-0.263305099954216,-0.621495333177454,-0.7620710865854924,0.18573550152985796,0.5175775357218569,-0.445855429832879,0.1372061498283904,-0.7706728500005191,-0.3062943673903851,-0.7892493078977763,-0.13775186767541733,-0.7847612947533309,0.41598239716431296,-0.57085774562671,0.05946060217877013,0.487081676714288,-0.4528028042927077,0.06823705310500844,0.09260725082162757,-0.5831610823927487,-0.22308261951378175,0.31791824733839774,-0.33231876248258274,0.4969078679332103,-0.39938233042465904,0.04708427022468269,-0.49430832307390954,0.047919268193442555,0.050278385652585814,-0.182841317587359,0.27481587541621794,-0.33280196914494214,0.20166179912194498,0.4088927383427086,0.3594038444080811,-0.17549779865285728,0.14495332981651113,0.7940575757721161,-0.5544472373002687,-0.37521906643208636,-0.5823790317826834,-0.13919406749486474,0.20844864452214815,-0.2940289167629384,-0.7901511888699077,-0.6636116463761037,-0.6377048949147073,-0.3372163355042694,-0.3594850935073081,0.1981704348296253,0.17298391595950657,0.2279598032746112,-0.5107765276879748,0.5429031034633696,-0.7703484326100101,0.2905587850050002,-0.06258650975564935,0.2187306725482518,-0.7900578564148129,-0.0535822554719283,0.3579548574594805,-0.08797873849616575,-0.3474487987941148,0.3190238569058972,0.1427080957356783,0.33669914023737896,0.22858021677478393,0.05252685471496872,-0.3827127661715907,-0.022411701393984726,-0.2772059852571056,-0.44852252486422506,-0.19460401071310127,-0.24958608090521084,-0.08496036291529994,-0.8768994636549059,-0.2762284548416397
2,18,1,0.5,698449.35,168895.30000000002,17.25,5.699999999999999,-0.21087599069726973,-0.6473350277005362,-0.812847727628991,-0.43874899490555813,-0.49726121230792186,-0.6577848470874164,-0.7463645362093548,-0.15961232001979578,-0.5472965354659896,-0.9103338852929813,-0.556440565706804,0.7592585903732065,-0.5745268812736352,-0.6058891894675948,-0.46293211146127483,-0.3526071538586405,-0.5882189916822584,-0.45581491411478364,-0.8180418886039957,-1.0302397741044858,0.06208468707673076,0.7108526882466101,-0.7877524454199991,0.0009467759513711253,-0.7499785797198104,-0.32387189570656016,-0.6562547021290047,-0.145541774461173,-0.9735400039811224,0.5774036376612686,-0.7747660668702964,0.42264215289310786,0.13254841472811352,-0.37241872250209307,0.07414341646196386,0.07101259884258888,-0.7533984397843864,0.04087765437130611,0.473920102093699,-0.25627328784250875,0.48242461748833576,-0.2834279846756699,-0.061044486804473976,-0.24604488530153007,0.09715363149413599,0.22016455324989964,-0.6579405877908189,0.06231732027875657,-0.1558026638835689,0.10949497075536807,0.5249662536062516,0.5520419630761368,-0.2885701210765499,0.18788414269970144,0.6614718847961069,-0.6227081901263039,-0.48753782362958614,-0.44082777480848984,0.08897610240869408,-0.0016098086766582359,-0.11548695555768097,-0.7089602219557933,-0.38262985053858267,-0.7070666336726964,-0.06939273123796932,-0.28936221227770426,0.008446983763157846,0.3268149542697314,0.21519246841977077,-0.3022206052033234,0.5464963358176594,-0.5942376143179061,0.4320674903129813,-0.003582630054957719,0.5021557555307227,-0.5985238839700491,-0.30872695675039574,0.40778219744470706,-0.05453492822168235,-0.4106142268070203,0.07647797650370221,0.08664633908862068,0.3744288771137224,0.2534259748496661,0.1284895957926311,-0.39539408466523257,-0.0031799823217790444,-0.5179369507068275,-0.47930355688384135,0.0011479117717309395,-0.6914767818611997,-0.009587371876807183,-1.0832701282030925,-0.41198511897998574
3,17,1,0.5,728743.35,168895.30000000002,17.25,5.699999999999999,-0.043293868446757054,-0.7010254824966898,-0.6556171858576383,-0.40610800654916673,-0.503810161685039,-0.522956677334789,-0.5867350971829334,-0.12141467396023096,-0.14724591968003767,-0.9215445260663955,-0.5337684318228828,0.8027672783151739,-0.531595654596837,-0.5784076940845571,-0.477080082467976,-0.11761397791954882,-0.601781173194289,-0.25811524350937476,-0.8356977011021604,-0.7194502169522144,0.04072826524525692,0.9865366924295751,-0.8144476929380785,0.04066885605334604,-0.6081253509691169,-0.4044552745683711,-0.5957138264898474,-0.13670671545866442,-0.9289905270504706,0.5182211425381058,-0.805191011289112,0.46618742279888137,0.11535461481010217,-0.4743802275998276,0.07847382700038308,0.22838996534537115,-0.6901423778211611,0.06167988348738687,0.48828081434678006,-0.2055214149599214,0.5400301906919328,-0.21329182145125067,-0.1587725506293162,-0.10013451974767881,0.2965984184844823,0.3801056107675077,-0.8362341565461321,0.01236285185878149,-0.14199742760218487,-0.006283013106706668,0.3996936796752004,0.5486387370782796,-0.27733801141100795,0.2927327043112255,0.496216783002536,-0.6283476263824981,-0.4657954538113914,-0.2314674386645017,0.11293460227461094,0.09601909354940531,0.006643567459334538,-0.6799654287157904,-0.18510147319208367,-0.6801817609499788,0.015409667599571072,-0.13976311247307127,-0.03769777664225416,0.46465486243105864,0.3034902056315986,-0.20639871666126058,0.45065176110517974,-0.36948180897442046,0.5864723003127219,-0.07656760181895518,0.2544585749308144,-0.598858459281133,-0.18057292402285857,0.6191584143369033,-0.07645165635532906,-0.3787921480736122,0.06782932609540594,0.15510995096643776,0.44364752692379883,0.450521685650697,0.02880755942520997,-0.1690619398536001,0.013516699850615564,-0.5004436582593863,-0.3696956746048016,0.12914417188496383,-0.6778702380564352,-0.11428417469175217,-1.0883909243042913,-0.5877052737773503
4,18,1,0.5,759037.35,168895.30000000002,17.25,5.699999999999999,-0.08962667522612444,-0.6917115573004371,-0.6323937587051988,-0.407971327794148,-0.5202093290141505,-0.5057720666109669,-0.601058856226812,-0.06879642932470734,-0.1520341301830834,-0.9538500978733341,-0.5792433054694271,0.787592035095244,-0.5236984996883037,-0.5768057632654271,-0.4988992665467601,-0.15313217572704582,-0.597415155989795,-0.2692946124957686,-0.835711069388294,-0.7458698723579467,0.022320297881204824,0.9830458291312743,-0.8104057469450556,0.0556707507249798,-0.6317630503014449,-0.4090605983827971,-0.5641158291605972,-0.12198442981123753,-0.9409157629545067,0.511193386606411,-0.7636831260193928,0.4910826081489908,0.10827674487290317,-0.47934463210869127,0.0669093040086743,0.17732485333036446,-0.6497229713705351,0.04511476878668041,0.479145981186548,-0.21295769668349288,0.5713164082574044,-0.22065694026808017,-0.19204098634955086,-0.17970828011160267,0.26633449853127017,0.36357964877863547,-0.7430348322075402,0.017144990124217947,-0.16251625085595808,-0.022090816363037242,0.2826623330042171,0.5517891880380675,-0.2761870106715152,0.30999503732956224,0.5203151225899779,-0.6336627709109431,-0.4726438134173323,-0.2828586126318473,0.11227397960325217,0.07214007332047706,0.014497603902343522,-0.6246021668206778,-0.1916218770245458,-0.6779505911783746,0.018239079535057483,-0.10888766581334061,0.03676388885828594,0.46815516638095744,0.3155656942728544,-0.19927698523483062,0.43319892258014386,-0.3697571464299722,0.5737935696342273,-0.023621990869421922,0.24920151079847402,-0.6108718571489183,-0.1795411313727863,0.5979514642284003,-0.04525146177219646,-0.35992732892381707,0.0628135769297013,0.1458052427321292,0.45917240975028956,0.4641193821361522,0.01397151761362604,-0.16163482969150422,-0.009664952730421731,-0.3854970255498842,-0.35940360357334006,0.11056819001311796,-0.6512970055057881,-0.08002291583941086,-1.0748512572055813,-0.5549200767334824
5,14,1,0.5,789331.35,168895.30000000002,17.25,5.699999999999999,0.05623609411035845,-0.8634942150469727,-0.6008678225031394,-0.48143311364128594,-0.4208832014686043,-0.5154194221026295,-0.5785522319930793,0.1363252890088224,-0.1749414523633354,-0.8494392606385612,-0.6025837806286998,0.9480774782632341,-0.43558558453466784,-0.5291115777644715,-0.5192196368675186,-0.06508563835264437,-0.5601490969155737,-0.18929330749263168,-0.8212421771563447,-0.7472273354873582,0.12785781771433133,1.0737221540769073,-0.8317455577942334,0.08405250120499161,-0.5959624818303672,-0.3472135303584455,-0.37517684507457194,-0.0182539114492027,-1.093443022544838,0.5842246337906428,-1.0435483765904994,0.47411548465123027,-0.0950405758615855,-0.5632779802492146,0.14454728186374882,0.5671525118392345,-0.8039619644601194,0.11397919778607558,0.46499268176972525,0.028588878023904214,0.8037405739587777,0.01442657234636952,-0.14173276562629705,0.021372036604406033,0.3488673261067639,0.3129906669072301,-0.7793262698363677,0.07874043846000453,0.032143479716871176,-0.0012003602167815419,0.23370430139294185,0.7316640221364068,-0.18291519016698551,0.4929363618251782,0.705937463172754,-0.7574148076793839,-0.5910569631390243,-0.31439586348822773,0.3465061264840689,0.13057735879012325,0.19710055921705436,-0.4894774882121867,-0.2855476615823048,-0.6058710401335324,0.005582658232393948,0.006576770821282108,0.3279965849512253,0.5292560866092274,0.526889547925106,-0.23409790350928913,0.5222560739733356,-0.4208370566370288,1.1474571355141339,0.2311714519866208,0.4282890930703353,-0.5822625476061489,-0.21200048987686798,0.6349745386085714,-0.01124088808509074,-0.1702983236840088,0.041563203643899004,0.35529632461309074,0.6984968399543827,0.5640086525663522,0.15374661700821343,0.08232605611820931,0.12665670779916385,-0.46623584665461953,-0.3205533406436897,0.19290674985762402,-0.6669499767017705,0.1447189733288092,-1.406567418844677,-0.5341036323945156
6,12,1,0.5,546979.35,168895.30000000002,18.25,5.699999999999999,-0.6260586956877359,-0.7663847055407408,-0.9127451277820949,-0.39171820700941107,-0.4460554249185651,-0.15257997287055639,-0.9281647355062421,0.2012899339600931,-0.019220723295163052,-0.841610710767768,-0.42980231421740944,0.8438996810365312,-0.9880120436428527,-0.729367438954184,0.44889817386471237,-0.28168349890503536,0.26951774538656714,-0.06664833258764043,-0.1116324391794554,-0.2752732340673531,-0.8294764473098175,-0.02978052401281713,0.03434731871019816,0.045344988632214096,0.13448081118601546,-0.630199197678541,0.18479005708997762,-0.5054455536526394,-0.49079241340530355,0.17251897594932528,-0.1295182596320915,0.5959768619699896,-0.23749320784474248,-0.5449231288047041,-0.5543318394633888,-0.2264639593459594,-0.5988689583491799,-0.5178484916214277,-0.08428918056468855,-0.40595322850426974,0.9825336793092065,-0.16821471814756123,0.7287463104390961,-0.3269017330559678,-0.42926981424909144,0.2784822474604316,0.060828357267940676,0.36315363020971075,0.03329710806961015,0.9721221584237448,0.45668822173650037,0.2212847946716811,-0.6487197732514157,-0.17821076947263373,-0.42267320699331484,-0.3495238753049243,0.3824082852943818,-0.45057786873113975,0.31136319033060483,0.3526365916182329,-0.5695810082650801,-0.06556796553084868,-0.6645492663788691,-0.995625942661355,0.7110212788434651,-0.4071439306967367,-0.30941495672029,0.2218271812166137,-0.49929155539641734,-0.41787895289676014,0.34057335884279905,0.07494822440112951,0.5357293152047018,0.4554173069539218,-0.7886336455010475,0.08992372638378414,-0.8901663940888911,-0.5859732607841,0.2678194044206932,-0.6921758940267372,0.5380857477809552,0.31692899354391035,0.43172327766850466,-0.45373801353843723,-0.3547132083003906,-0.6301334079580636,-0.15187224859591827,-1.1697576919684907,-0.30474114902988286,-0.32518196496643254,0.9009868082861978,-0.24675966127969665,-0.17022303851518608,-0.5688716301010208
7,12,1,0.5,577273.35,168895.30000000002,18.25,5.699999999999999,-0.6260586956877359,-0.7663847055407408,-0.9127451277820949,-0.39171820700941107,-0.4460554249185651,-0.15257997287055639,-0.9281647355062421,0.2012899339600931,-0.019220723295163052,-0.841610710767768,-0.42980231421740944,0.8438996810365312,-0.9880120436428527,-0.729367438954184,0.44889817386471237,-0.28168349890503536,0.26951774538656714,-0.06664833258764043,-0.1116324391794554,-0.2752732340673531,-0.8294764473098175,-0.02978052401281713,0.03434731871019816,0.045344988632214096,0.13448081118601546,-0.630199197678541,0.18479005708997762,-0.5054455536526394,-0.49079241340530355,0.17251897594932528,-0.1295182596320915,0.5959768619699896,-0.23749320784474248,-0.5449231288047041,-0.5543318394633888,-0.2264639593459594,-0.5988689583491799,-0.5178484916214277,-0.08428918056468855,-0.40595322850426974,0.9825336793092065,-0.16821471814756123,0.7287463104390961,-0.3269017330559678,-0.42926981424909144,0.2784822474604316,0.060828357267940676,0.36315363020971075,0.03329710806961015,0.9721221584237448,0.45668822173650037,0.2212847946716811,-0.6487197732514157,-0.17821076947263373,-0.42267320699331484,-0.3495238753049243,0.3824082852943818,-0.45057786873113975,0.31136319033060483,0.3526365916182329,-0.5695810082650801,-0.06556796553084868,-0.6645492663788691,-0.995625942661355,0.7110212788434651,-0.4071439306967367,-0.30941495672029,0.2218271812166137,-0.49929155539641734,-0.41787895289676014,0.34057335884279905,0.07494822440112951,0.5357293152047018,0.4554173069539218,-0.7886336455010475,0.08992372638378414,-0.8901663940888911,-0.5859732607841,0.2678194044206932,-0.6921758940267372,0.5380857477809552,0.31692899354391035,0.43172327766850466,-0.45373801353843723,-0.3547132083003906,-0.6301334079580636,-0.15187224859591827,-1.1697576919684907,-0.30474114902988286,-0.32518196496643254,0.9009868082861978,-0.24675966127969665,-0.17022303851518608,-0.5688716301010208
8,12,1,0.5,607567.35,168895.30000000002,18.25,5.699999999999999,-0.47270009131139956,-0.28388082817120935,-0.23558162987594544,-0.12399939599934767,-0.10742068518503864,-0.5692412652647977,-0.7675729577070897,0.06979541474425166,0.335768413831692,-0.9672311025694086,-0.9630037235255767,0.4261400205504478,-0.36302271731491337,-0.464394587413902,0.226189001683099,-0.016514776908382517,0.1885118755099841,0.2539555214510487,-0.15941741771532178,-0.015777170518672973,-0.5615547178289958,0.03498561172393372,-0.23519614734415417,-0.039306269098374126,0.09275830679261744,-0.35814492571126516,-0.28699071550260474,-0.2870743728064885,-0.7216203475333307,0.1389035185967123,0.23597803128651648,-0.8075869094373311,0.14039709549260915,-0.29733584403619007,-0.3047122639859735,-0.13013605121750293,-0.09244369872922367,-0.13682604062067807,-0.3032350026196019,-0.39587238679861114,0.6367873411146732,-0.5265198687046206,0.3301522320490113,-0.3567529342882409,-0.4240866872527773,0.6598556481365456,-0.12927137013623854,0.14700483913741152,-0.3280953715157661,0.7226846653602268,0.4236723211067532,0.15509153679400578,-0.43966350039810304,-0.08419569460978088,-0.41065362667649513,-0.04502342394196022,0.59286060894332,-0.11196398894838915,0.4519889354956592,-0.027299785558492978,-0.36256608692702724,-0.29851828638256356,-0.7237008949271354,-0.186848301421854,0.8604221910314267,-0.33313558666726195,-0.37818634645503896,0.21476498112246323,-0.5990263729290916,-0.5629808914609967,0.09090653997743729,-0.20264872645681875,0.8730056839143262,0.24611779017634783,-0.7024822012289336,0.34538628987451536,-0.43453655879534864,-0.28716866414100567,0.5934803567720974,-0.6554174235907624,-0.17776322762521787,-0.1611456513504854,0.09188906540227178,-0.3003147069059785,0.019840855356475662,-0.5024583825057856,-1.067722736033164,-0.6762602059310397,-0.38189434566684893,-0.5484772127209077,-0.011021456209796514,0.0969254032993491,0.5245395195030849,-0.20482600516187474
9,13,0,0.5,637861.35,168895.30000000002,18.25,5.699999999999999,1.025464086815329,-0.21093736606395175,0.4504795892462386,-0.0476306173909129,-0.00579873232834419,-0.2791308262406638,-0.34190791761493133,0.11447685234513968,1.0960349272638183,0.20147927226478185,-0.28197790387810645,0.8985642147744076,-1.7143749690234285,-1.7787143048829792,0.19436372059467463,0.1318112374589007,0.31336714359722484,-0.04659972897328542,0.08381319908287818,-0.531136873621283,-0.5637272135479685,0.6699845113451421,-0.19170070990191845,0.31530693052159625,-0.7182612761483076,-1.5973038224896354,-0.27797444760395335,-0.8858386991237283,-0.6880260834317177,0.28726906312933614,0.03390773296225552,-0.7116188866740502,-0.19712522674323277,-0.45200347384158207,-0.3254112817641895,-0.6860211966010167,-0.18821169284343633,-0.1581694506613024,1.22272066347808,-0.15229259300029932,0.17412467873354256,-0.3190466536163958,0.599978703605708,-0.7982570117872825,0.23037990668793704,0.12287576227248549,0.09915670437208914,-0.2543306343145355,-0.6047419110508913,-0.021383799169550986,0.27341688738824976,0.5108771985894854,-0.24287322420734503,1.0728165726484529,-0.15751225583890474,-1.367422319104745,-1.184454701413223,-0.6918218206601201,-0.06411286300713788,0.49719595589132526,0.007386090569507698,-0.38887105335959316,0.22985278617467547,0.18812475088588668,0.5904249922000611,0.1146739848206868,0.3425413036209073,0.5375759912321729,0.7476733378687093,0.003794810590346861,0.6242168082213655,-0.8878665879863321,1.4614255959712208,0.2724447510526258,-0.0023912289084144864,0.2368624549892211,0.3584274224299164,0.6666332067183056,0.3511007897866887,0.06803337844792355,-0.4358750035283259,-0.6037819773011006,-0.9441324538297081,-0.667991016566322,-0.08747205428330604,-0.3081989505042711,-0.9119272372993582,-0.6715553345793795,-0.7018749812858185,-0.9118327818981886,-0.32357405013602447,-0.43626573379170025,-1.8932727706418813,-0.16427543171428877
